Saya melihat diri sebagai seorang yang ....,,,,,,,,,,
(1).,sering berasa tidak berupaya menguruskan masalah yang dihadapi dan memerlukan bantuan orang lain untuk menyelesaikannya,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(10).,ada kalanya tidak dapat mempamerkan ketegasan diri apabila mengetuai sesuatu aktiviti,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(11).,sukar untuk menguruskan sesuatu perkara dan membuat keputusan apabila berada dalam situasi yang mendesak,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(12).,akan melakukan tugas dengan segera agar ia dapat diselesaikan pada masanya,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(13).,boleh menerima kesilapan kecil yang dilakukan oleh orang lain,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(14).,mempunyai kebolehan mempengaruhi orang lain melakukan sesuatu perkara,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(15).,tidak mudah untuk meluahkan perasaan diri,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(16).,mudah berasa panik apabila berada dalam situasi yang mencemaskan,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(17).,mempunyai kesukaran untuk memulakan tugas,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(18).,berpegang teguh kepada komitmen diri agar matlamat yang dirancang tercapai,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(19).,cuba menggembirakan ahli kumpulan apabila merancang aktivitiyang ingin dijalankan,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(20).,ada kalanya gagal mempertahankan pendapat diri dan membiarkan diri dipermainkan oleh orang lain,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(21).,sukar mengambil tindakan kerana berasa takut dan risau bahawa diri akan membuat keputusan yang salah,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(22).,boleh merancang proses pelaksanaan sesuatu aktiviti mengikut tempoh masa yang ditetapkan agar ia dapat dicapai tepat pada masanya,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(23).,jarang mengambil sesuatu perkara secara serius dan lebih suka membiarkan ia berlaku seadanya,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(24).,cenderung menunggu orang lain untuk mengetuai sesuatu tugasan,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(25).,kerap dijadikan sebagai pakar rujukan apabila terdapat keperluan untuk berbuat demikian,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(26).,boleh berada dalam keadaan tenang walaupun mengalami tekanan emosi,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(27).,cenderung untuk memulakan tugas baru apabila berasa ditenggelami dan dibebani dengan tugas sedia ada,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(28).,meluangkan masa untuk berfikir terlebih dahulu sebelum membuat sebarang keputusan,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(29).,mempunyai gaya kepimpinan yang baik dan cuba mengetuai orang lain apabila perlu,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(30).,mengetahui bagaimana cara untuk mempengaruhi orang lain,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(31).,tidak teragak-agak untuk mengambil tanggungjawab sebagai ketua apabila berada dalam situasi kecemasan,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(32).,membazirkan banyak masa melakukan terlalu banyak perkara yang remeh temeh sebelum memulakan tugas yang sebenar,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(33).,yang cerewet kerana mahukan setiap perkara diambil kira secara terperinci,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(34).,mempunyai kesukaran mempengaruhi ahli kumpulan untuk bekerjasama,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(35).,cenderung mengambil tanggungjawab sebagai seorang ketua kumpulan dan mengetuai perbincangan yang diadakan,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(36).,tidak mudah berasa malu dan boleh menyesuaikan diri dalam sebarang situasi,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(37).,tidak mudah berasa malu dan boleh menyesuaikan diri dalam sebarang situasi,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(38).,produktif dan boleh menyelesaikan tugas dengan segera,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(39).,boleh mencari kesilapan yang dilakukan oleh orang lain dengan mudah,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(40).,suka mempunyai kuasa dan pengaruh ke atas orang lain,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(41).,selalu menjadi individu pertama yang mengambil tindakan dan tanggungjawab ke atas banyak perkara,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(42).,boleh berfikir secara rasional dan membuat keputusan yang tepat dalam situasi krisis walaupun terdapat banyak rintangan,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(43).,cenderung melakukan proses kerja yang sama berulang kali bagi memastikan setiap perkara yang dilakukan adalah sempurna,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(44).,suka mengambil inisiatif melakukan sesuatu perkara yang baru dan berbeza,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(45).,tidak takut untuk memberikan pandangan dan sedia mengkritik pihak yang berkaitan,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(46).,boleh menguruskan masalah peribadi dengan baik walaupun terdapat halangan dan tentangan dalam setiap tindakan yang diambil,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(47).,merancang sesuatu perkara agar ia dapat diselesaikan dengan sebaik mungkin,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(48).,mementingkan keterperincian dalam setiap tindakan yang diambil bagi memastikan tiada kesilapan berlaku,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(49).,mempunyai keinginan yang tinggi untuk berkuasa dan mahu mengetuai orang lain,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(50).,lebih suka mengikut cara tersendiri daripada menjadi pengikut kepada orang lain,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
