,,YA,,TIDAK
42,Kadangkala saya mempunyai perasaan tidak selesa seperti sedang diperhatikan atau menjadi bahan percakapan orang lain.,,,
,,YA,,TIDAK
43,Saya berasa tidak selesa apabila memandu dalam kesesakan jalan raya.,,,
,,YA,,TIDAK
44,Kadangkala saya berasa putus harapan apabila tiada kemajuan atau pencapaian dalam kehidupan.,,,
,,YA,,TIDAK
45,Saya seorang pendiam.,,,
,,YA,,TIDAK
46,Saya biasanya mengelak daripada melakukan aktiviti yang banyak menggunakan tenaga dan membebankan.,,,
,,YA,,TIDAK
47,Saya suka bersaing dalam semua perkara.,,,
,,YA,,TIDAK
48,Saya cenderung membantu daripada mengkritik apabila mengemukakan maklum balas.,,,
,,YA,,TIDAK
49,Saya sukar untuk mengikut perancangan yang telah ditentukan.,,,
,,YA,,TIDAK
50,Saya seorang yang ceria dan suka berjenaka walaupun dalam situasi yang sukar serta boleh tertawa kepada diri.,,,
,,YA,,TIDAK
51,Saya cepat marah apabila tidak sihat.,,,
,,YA,,TIDAK
52,Saya cenderung meragui motif dan tindakan orang lain.,,,
,,YA,,TIDAK
53,Saya mudah berasa gembira berbanding orang lain.,,,
,,YA,,TIDAK
54,Hidup saya sangat bermakna.,,,
,,YA,,TIDAK
55,Saya berasa sukar dan malu membincangkan perkara berkaitan seks.,,,
,,YA,,TIDAK
56,Saya terus melaksanakan sesuatu aktiviti supaya tidak membazirkan masa.,,,
,,YA,,TIDAK
57,Saya suka mengawal dan menyelia orang lain.,,,
,,YA,,TIDAK
58,Saya seorang yang cepat marah.,,,
,,YA,,TIDAK
59,Kadangkala saya mendapat kesusahan disebabkan tindakan yang terburu-buru.,,,
,,YA,,TIDAK
60,Saya boleh mengendalikan emosi yang terganggu akibat daripada sesuatu peristiwa yang menyedihkan.,,,
,,YA,,TIDAK
61,Ada masanya saya marah.,,,
,,YA,,TIDAK
62,Saya mudah berasa malu.,,,
,,YA,,TIDAK
63,Saya cepat kembali tenang selepas berlaku sesuatu peristiwa yang mengganggu fikiran.,,,
,,YA,,TIDAK
64,Kadangkala saya terganggu oleh perasaan tidak dihargai atau tidak dipedulikan.,,,
,,YA,,TIDAK
65,Saya boleh menyatakan penghargaan atau kegembiraan apabila melihat benda-benda yang indah dan cantik.,,,
,,YA,,TIDAK
66,Saya lebih suka bersendirian daripada bersama dengan orang lain.,,,
,,YA,,TIDAK
67,Saya terlalu yakin kepada diri sendiri sehingga kadangkala menyakitkan hati kawan-kawan.,,,
,,YA,,TIDAK
68,Saya cenderung untuk bertelagah.,,,
,,YA,,TIDAK
69,Saya mudah terpengaruh dengan tawaran yang menarik.,,,
,,YA,,TIDAK
70,Saya berkeyakinan dan menghargai diri serta mempunyai konsep diri yang positif.,,,
,,YA,,TIDAK
71,Peradaban saya di meja makan semasa di rumah tidak sebaik jika saya bersama orang lain.,,,
,,YA,,TIDAK
72,Kadangkala saya mudah berasa cemburu.,,,
,,YA,,TIDAK
73,Kanak-kanak yang aktif dan bising membuatkan saya cepat marah.,,,
,,YA,,TIDAK
74,Kisah silam kerap menghantui fikiran saya.,,,
,,YA,,TIDAK
75,Saya sukar menjadi peramah dan mesra.,,,
,,YA,,TIDAK
76,Saya selalu bersenam untuk menjaga kesihatan.,,,
,,YA,,TIDAK
77,Saya cenderung menerima sesuatu perkara daripada membuat bantahan walaupun dirasakan tidak adil.,,,
,,YA,,TIDAK
78,Saya berani menegur kesalahan orang lain.,,,
,,YA,,TIDAK
79,Saya selalu membuat perancangan dan kemudian melaksanakannya.,,,
,,YA,,TIDAK
80,"Saya seorang yang bersifat ingin tahu, suka bertanya dan mencuba sesuatu yang baru.",,,
,,YA,,TIDAK
81,"Sekiranya saya boleh menonton wayang tanpa membayar dan tidak pula dilihat oleh orang lain, saya mungkin akan melakukannya.",,,
,,YA,,TIDAK
82,Saya mendapati terlalu sukar untuk menerima kritikan atau celaan.,,,
,,YA,,TIDAK
83,Saya kerap memendam perasaan sehingga ke tahap “menunggu masa untuk meletup.”,,,
,,YA,,TIDAK
84,Saya selalu berputus asa sehingga mudah menitiskan air mata.,,,
,,YA,,TIDAK
85,Saya mudah mempamerkan kemesraan kepada kanak-kanak.,,,
,,YA,,TIDAK
86,Saya suka melayan tetamu di rumah.,,,
,,YA,,TIDAK
87,Saya memerlukan dorongan dan galakan untuk bekerja dengan lebih berkesan.,,,
,,YA,,TIDAK
88,Saya amat menghormati orang lain.,,,
,,YA,,TIDAK
89,Saya suka merebut peluang.,,,
,,YA,,TIDAK
90,Saya memperoleh pelajaran yang berharga daripada pengalaman diri dan orang lain.,,,
,,YA,,TIDAK
91,"Dalam sesuatu perlawanan, saya lebih suka menang daripada kalah.",,,
,,YA,,TIDAK
92,Saya cenderung untuk membalas dendam.,,,
,,YA,,TIDAK
93,Saya kerap menggunakan ubat-ubatan untuk menenangkan diri.,,,
,,YA,,TIDAK
94,Saya kerap berasa tertekan kerana masalah peribadi.,,,
,,YA,,TIDAK
95,Saya cenderung menyimpan perasaan dalam hati.,,,
,,YA,,TIDAK
96,Saya seorang yang cergas dan bertenaga.,,,
,,YA,,TIDAK
97,Saya bersedia mempertahankan hak saya.,,,
,,YA,,TIDAK
98,Saya mudah hilang sabar dengan seseorang yang selalu sakit.,,,
,,YA,,TIDAK
99,Saya menyediakan rancangan perbelanjaan dan berusaha untuk mematuhinya.,,,
,,YA,,TIDAK
100,"Saya boleh menyelesaikan masalah kerana menganalisis secara logik, bersikap kreatif atau menggunakan maklumat umum yang praktikal.",,,
,,YA,,TIDAK
101,Saya suka mengenali orang berpengaruh kerana membuatkan diri berasa penting.,,,
,,YA,,TIDAK
102,Saya berfikir dan bercakap secara logik.,,,
,,YA,,TIDAK
103,Kebiasaannya saya tidak berasa risau dan bimbang.,,,
,,YA,,TIDAK
104,"Apabila saya berasa sangat tertekan, saya ada terfikir untuk membunuh diri.",,,
,,YA,,TIDAK
105,"Saya bercakap dengan penuh semangat, berintonasi dan menggunakan bahasa badan.",,,
,,YA,,TIDAK
106,Saya seorang yang boleh dianggap sebagai “orang yang berdaya usaha” atau “seorang yang penuh semangat dan cita-cita.”,,,
,,YA,,TIDAK
107,Saya suka menyatakan pendapat atau pendirian saya ke atas sesuatu isu.,,,
,,YA,,TIDAK
108,Saya cenderung bersikap sinis apabila marah dengan seseorang.,,,
,,YA,,TIDAK
109,Saya meletakkan barang-barang saya di tempat khas yang telah disediakan.,,,
,,YA,,TIDAK
110,Saya boleh menjayakan sesuatu perkara dengan baik dan kerap diminta mengetuai sesuatu kumpulan atau tugasan.,,,
,,YA,,TIDAK
111,Saya tidak menyukai setiap orang yang saya kenali.,,,
,,YA,,TIDAK
112,Saya seorang yang adil.,,,
,,YA,,TIDAK
113,Saya terlalu risau tentang kesihatan diri saya.,,,
,,YA,,TIDAK
114,Saya kerap berasa kurang keyakinan diri.,,,
,,YA,,TIDAK
115,Saya mempunyai ramai kawan dan kenalan.,,,
,,YA,,TIDAK
116,Saya mempunyai pelbagai minat.,,,
,,YA,,TIDAK
117,Saya yakin dengan diri saya apabila melakukan sesuatu perkara atau tugasan.,,,
,,YA,,TIDAK
118,Saya tidak menghormati individu yang kelihatan seperti tidak berdaya untuk menyara hidup.,,,
,,YA,,TIDAK
119,Saya suka membuat satu kerja dalam satu masa sehingga selesai.,,,
,,YA,,TIDAK
120,Saya seorang yang bersikap fleksibel dan optimistik.,,,
,,YA,,TIDAK
121,Ada masanya saya juga mengumpat.,,,
,,YA,,TIDAK
122,Saya kerap salah sangka apa yang orang lain buat dan perkatakan.,,,
,,YA,,TIDAK
123,"Saya mempunyai perlakuan seperti menggigit kuku, menggoyang kaki dan sebagainya ketika berada dalam keadaan gemuruh.",,,
,,YA,,TIDAK
124,Saya mudah hilang semangat apabila dikritik.,,,
,,YA,,TIDAK
125,Terlalu sukar bagi saya meluahkan rasa simpati kepada seseorang yang sedang bersedih.,,,
,,YA,,TIDAK
126,Saya suka mempunyai banyak kerja untuk dilaksanakan.,,,
,,YA,,TIDAK
127,Saya cenderung bergantung kepada orang lain apabila perlu membuat keputusan.,,,
,,YA,,TIDAK
128,Saya dianggap seorang yang tenang dan tidak cerewet.,,,
,,YA,,TIDAK
129,Saya cenderung membuat keputusan dengan tergesa-gesa.,,,
,,YA,,TIDAK
130,Saya selalu menjadi diri sendiri tetapi menyedari ada kalanya saya bersikap berbeza dalam situasi yang berbeza.,,,
,,YA,,TIDAK
131,"Semasa mengundi, kadangkala saya memilih calon yang saya tidak berapa kenal.",,,
,,YA,,TIDAK
132,Saya mengkaji personaliti dan isu calon apabila mengundi.,,,
,,YA,,TIDAK
133,Saya mengalami sakit perut atau hilang selera makan apabila risau atau mengalami tekanan perasaan.,,,
,,YA,,TIDAK
134,"Saya kerap mengalami kemurungan, berasa tidak bermotivasi atau tidak bersemangat tanpa apa-apa sebab.",,,
,,YA,,TIDAK
135,Saya berasa kurang selesa meluahkan rasa seronok apabila menerima hadiah.,,,
,,YA,,TIDAK
136,Saya dianggap seorang yang bekerja bersungguh-sungguh tanpa mengenal penat lelah.,,,
,,YA,,TIDAK
137,Saya mudah memenuhi permintaan orang lain.,,,
,,YA,,TIDAK
138,Saya cenderung menguasai orang yang berada di sekeliling saya.,,,
,,YA,,TIDAK
139,Saya cenderung berfikir dahulu sebelum bertindak.,,,
,,YA,,TIDAK
140,Saya lebih suka bekerja tanpa deskripsi tugas secara bertulis dan menjadi lebih efektif apabila berasa bebas melakukan apa yang difikirkan adalah yang terbaik dalam setiap situasi.,,,
,,YA,,TIDAK
141,Kadangkala saya ketawa pada jenaka lucah.,,,
,,YA,,TIDAK
142,Saya dianggap sebagai seorang yang terlalu sensitif.,,,
,,YA,,TIDAK
143,"Saya berasa perlu berada dalam kesibukan, sehingga sukar untuk berehat.",,,
,,YA,,TIDAK
144,Kadangkala saya berasa lesu akibat masalah emosi.,,,
,,YA,,TIDAK
145,Saya seorang yang suka berbual dan berinteraksi.,,,
,,YA,,TIDAK
146,Saya hanya bergaul dengan seorang atau dua kawan sahaja.,,,
,,YA,,TIDAK
147,Saya sentiasa cuba mempengaruhi seseorang untuk mengubah pendapatnya.,,,
,,YA,,TIDAK
148,Saya cepat memaafkan kesalahan orang lain dan tidak peduli dengan kelakuan tidak sopan mereka.,,,
,,YA,,TIDAK
149,Saya sentiasa bekerja ke arah pencapaian matlamat masa hadapan.,,,
,,YA,,TIDAK
150,Saya boleh membaca karakter orang lain dan mempercayai gerak hati diri.,,,
,,YA,,TIDAK
151,Saya cenderung untuk berkhayal atau mengelamun tentang perkara yang tidak mungkin terlaksana atau terjadi.,,,
,,YA,,TIDAK
152,"Saya cuba mengurangkan tekanan perasaan dengan merokok, makan atau mengambil ubat-ubatan secara berlebihan.",,,
,,YA,,TIDAK
153,Saya selalu senyum dan ketawa.,,,
,,YA,,TIDAK
154,Saya berasa terlalu diberi perhatian oleh ramai orang.,,,
,,YA,,TIDAK
155,Saya lebih suka membaca atau menonton televisyen selepas waktu kerja daripada keluar atau melibatkan diri dalam kegiatan sosial.,,,
,,YA,,TIDAK
156,Saya seorang yang mementingkan ketaatan yang tidak berbelah bahagi.,,,
,,YA,,TIDAK
157,Saya terlalu kritikal terhadap sebahagian ahli keluarga saya.,,,
,,YA,,TIDAK
158,Saya sangat teratur dalam menyimpan rekod peribadi atau perniagaan.,,,
,,YA,,TIDAK
159,Saya seorang pendengar yang baik dan mempunyai kemahiran empati yang tinggi.,,,
,,YA,,TIDAK
160,Saya mendapati sukar untuk melupakan sesuatu situasi atau peristiwa yang memalukan.,,,
,,YA,,TIDAK
161,Saya mudah terlena walaupun ketika duduk atau baring.,,,
,,YA,,TIDAK
162,Saya kerap berasa tidak bersemangat disebabkan oleh perasaan rendah diri.,,,
,,YA,,TIDAK
163,Saya boleh berkongsi suka duka dengan kawan baik saya.,,,
,,YA,,TIDAK
164,Saya lebih suka mendengar dan memerhati daripada mengambil bahagian dalam sesuatu perbincangan.,,,
,,YA,,TIDAK
165,Orang lain mudah mengambil kesempatan ke atas diri saya.,,,
,,YA,,TIDAK
166,Saya selalu memberi komen yang bersahaja dan sinis sehingga menyinggung perasaan orang lain.,,,
,,YA,,TIDAK
167,Saya bekerja dengan cermat dan mengikut peraturan.,,,
,,YA,,TIDAK
168,Saya tidak suka menghakimi orang lain dan boleh menyesuaikan diri kepada perbezaan personaliti orang lain.,,,
,,YA,,TIDAK
169,Saya cuba membuat pertimbangan yang adil dan saksama tanpa dipengaruhi oleh emosi.,,,
,,YA,,TIDAK
170,Saya dianggap sebagai seorang yang mudah terasa.,,,
,,YA,,TIDAK
171,Saya berasa sukar untuk melakukan sebarang aktiviti walaupun ada masa terluang.,,,
,,YA,,TIDAK
172,Saya cenderung berasa malu dan mengasingkan diri.,,,
,,YA,,TIDAK
173,Saya berasa gembira dan seronok apabila melakukan aktiviti kemasyarakatan.,,,
,,YA,,TIDAK
174,Saya suka berucap di khalayak ramai dan seronok menghadapi cabaran dalam sesuatu perbahasan.,,,
,,YA,,TIDAK
175,Saya bersikap seolah-olah saya lebih baik daripada orang lain.,,,
,,YA,,TIDAK
176,Saya kerap melakukan sesuatu secara spontan atau mendadak.,,,
,,YA,,TIDAK
177,Saya seorang yang tahan lasak dan boleh bertahan dengan baik walaupun pada masa yang sukar.,,,
,,YA,,TIDAK
178,Saya sentiasa berjaga-jaga dan prihatin terhadap apa yang mungkin difikirkan oleh orang lain.,,,
,,YA,,TIDAK
179,Saya kerap berasa cemas tanpa sebab.,,,
,,YA,,TIDAK
180,Saya kerap berasa murung disebabkan oleh kenangan zaman kanak-kanak atau pengalaman yang lepas.,,,
,,YA,,TIDAK
181,Saya mendapati sukar untuk memenuhi kehendak ahli keluarga saya.,,,
,,YA,,TIDAK
182,Saya berminat dengan orang ramai dan suka mencari kenalan baru.,,,
,,YA,,TIDAK
183,Pertuturan dan perlakuan saya menampakkan ketegasan.,,,
,,YA,,TIDAK
184,Saya lambat membuat pengaduan walaupun apabila diri saya disusahkan atau diperalatkan.,,,
,,YA,,TIDAK
185,Saya mendapati sukar untuk menghentikan tabiat seperti merokok atau makan secara berlebihan.,,,
,,YA,,TIDAK
186,Saya belajar menjadi seorang yang tabah dan lebih baik melalui pengalaman yang sukar.,,,
,,YA,,TIDAK
187,"Sekiranya perlu, saya akan bersikap adil dan saksama dalam membantu orang lain menyelesaikan perbezaan atau pertelingkahan mereka.",,,
,,YA,,TIDAK
188,Saya menjadi tertekan dan bimbang apabila ada banyak beban kerja yang perlu dibereskan dalam masa yang singkat.,,,
,,YA,,TIDAK
189,"Saya pernah mengalami kemurungan tanpa sebab, dan keadaan ini berlarutan untuk beberapa hari.",,,
,,YA,,TIDAK
190,Saya berasa tersekat dan terhalang dalam hubungan percintaan.,,,
,,YA,,TIDAK
191,Orang lain mengatakan bahawa saya seorang yang sentiasa aktif.,,,
,,YA,,TIDAK
192,Saya mendapati sukar untuk mengatakan “Tidak” kepada jurujual yang pandai memujuk.,,,
,,YA,,TIDAK
193,Saya berpendapat kebanyakan orang berlumba-lumba untuk mendapatkan apa jua yang mereka mahukan.,,,
,,YA,,TIDAK
194,Minat saya kerap berubah daripada satu perkara kepada perkara yang lain.,,,
,,YA,,TIDAK
195,Saya selalu menukarkan perkara yang kurang baik kepada sesuatu yang baik dan memperoleh faedah daripada pengalaman yang teruk.,,,
,,YA,,TIDAK
