Saya melihat diri sebagai seorang yang ....,,,,,,,,,,
(1).,akan berfikir terlebih dahulu dan melihat sesuatu perkara dari pelbagai aspek sebelum memberikan jawapan.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(9).,selalu bersedia dan tidak suka membuat keputusan secara tergesa-gesa.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(10).,berpandangan bahawa kebanyakan orang akan mengambil kesempatan ke atas saya jika mereka berpeluang berbuat demikian.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(11).,tidak mudah berasa malu jika diri telah mengatakan sesuatu yang salah kepada orang lain.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(12).,suka memuji dan mengampu orang lain dengan harapan mereka akan memenuhi kehendak saya.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(13).,lebih banyak melakukan sesuatu perkara mengikut gerak hati daripada memikirkan secara berhati-hati.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(14).,tidak mudah mempercayai orang lain dan mengesyaki bahawa kebanyakan mereka mempunyai niat yang tidak baik.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(15).,"akan turut berasa malu dan mahu menyembunyikan diri apabila individu yang dikenali melakukan perkara yang dianggap ""bodoh"".",,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(16).,akan memanipulasikan orang lain bagi mencapai matlamat diri sekiranya situasi memerlukan saya berbuat demikian.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(17).,ada kalanya melakukan sesuatu aktiviti tanpa dirancang dan akhirnya ia terbiar begitu sahaja.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(18).,cenderung bersikap sinis terhadap niat orang lain dan tidak menghiraukan pandangan mereka.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(19).,mudah berasa malu untuk berhadapan dengan individu yang mana saya telah tersalah kata atau melakukan kesilapan terhadap mereka.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(20).,ada kalanya akan berhelah dengan orang yang berbuat baik kepada saya agar mereka menjayakan impian saya.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(21).,akan memberikan perhatian secara terperinci ke atas setiap keputusan yang diambil agar tidak memalukan diri sendiri.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(22).,mempunyai kepercayaan yang tinggi terhadap apa yang diceritakan oleh orang lain kepada saya.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(23).,suka menarik perhatian orang ramai apabila menghadiri sesuatu majlis terutama dengan kehadiran orang yang berpengaruh.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(24).,tidak sanggup memperdayakan orang lain bagi mencapai matlamat diri walaupun saya berpeluang berbuat demikian.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(25).,suka kepada keteraturan dan merancang terlebih dahulu sebelum pergi bercuti.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(26).,mudah berasa ragu-ragu terhadap kebaikan yang dipamerkan oleh orang lain kepada saya dan berpura-pura mengambil berat terhadap mereka.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(27).,tidak berasa selesa apabila diminta membuat ucapan secara spontan dalam majlis yang dihadiri oleh ramai orang yang penting.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(28).,berasa bangga kerana bersikap jujur apabila berurusan dengan orang lain.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(29).,selalu mempertimbangkan implikasi ke atas sesuatu perkara sebelum mengambil tindakan.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(30).,sedia membantu orang lain berdasarkan kepada apa yang mereka ceritakan kepada saya.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(31).,sedia menonjolkan diri apabila diminta melakukan aktiviti yang boleh menarik perhatian orang lain sekiranya diberi peluang berbuat demikian.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(32).,berasa malu jika terpaksa berpura-pura baik dan mengambil berat terhadap kebajikan orang lain.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(33).,akan berfikir secara teliti sebelum membuat sebarang keputusan.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(34).,cenderung mempercayai orang lain berdasarkan penampilan diri yang menarik dan reaksi positif mereka yang pertama.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(35).,mudah berasa malu dan tidak mungkin boleh berhadapan dengan orang lain setelah melakukan kesilapan yang dianggap memalukan diri.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(36).,suka berterus terang walaupun ia mungkin menyinggung perasaan orang lain kerana tidak suka dilihat sebagai seorang yang hipokrit.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(37).,selalu bersedia terhadap sebarang kemungkinan kerana mahukan yang terbaik dalam setiap perkara yang dilakukan.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(38).,mudah mempercayai orang lain apabila mereka melayan saya dengan baik.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(39).,boleh berlakon dengan baik dan tidak memperdulikan cubaan orang lain yang mahu mempersendakan kemampuan diri.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
,,,,,,,,,,
(40).,tidak akan mengkhianati kepercayaan yang diberikan oleh orang lain ke atas diri walaupun saya boleh memperdayakan mereka dengan mudah.,,,,,,,,,
,,,,,,,,,,
,,Sangat Bersetuju,,Bersetuju,,Kadang-Kadang,,Tidak Bersetuju,,Sangat Tidak Bersetuju
